"","Name","Genre","Platform","Total_Sales","NA_Sales","JP_Sales","PAL_Sales","Other_Sales","Year"
"4824","Odin Sphere: Leifthrasir","Role-Playing","PS4",0.34,0.14,0.09,0.07,0.04,2016
"4825","NBA 2K17","Sports","PS3",0.34,0.16,0.02,0.11,0.05,2016
"4826","The King of Fighters XIV","Fighting","PS4",0.34,0.21,0.06,0.02,0.05,2016
"4827","Farming Simulator 17","Simulation","XOne",0.33,0.19,0,0.11,0.03,2016
"4828","Football Manager 2017","Simulation","PC",0.33,0,0,0.31,0.02,2016
"4829","UEFA Euro 2016","Sports","PS4",0.31,0,0.05,0.22,0.04,2016
"4830","XCOM 2","Strategy","PS4",0.31,0.16,0,0.1,0.05,2016
"4831","The Heavy Rain and Beyond: Two Souls Collection","Action","PS4",0.28,0,0,0.24,0.04,2016
"4832","Skylanders Imaginators","Platform","PS3",0.28,0.08,0,0.16,0.04,2016
"4833","Battleborn","Shooter","XOne",0.28,0.2,0,0.05,0.03,2016
"4834","Pro Evolution Soccer 2017","Sports","PS3",0.27,0.04,0.08,0.12,0.03,2016
"4835","Assassin's Creed The Ezio Collection","Action","XOne",0.27,0.13,0,0.12,0.02,2016
"4836","Killing Floor 2","Shooter","PS4",0.27,0.19,0,0.03,0.05,2016
"4837","Skylanders Imaginators","Platform","XOne",0.27,0.19,0,0.05,0.03,2016
"4838","Far Cry: Primal","Action-Adventure","PC",0.25,0.07,0,0.16,0.02,2016
"4839","Just Dance 2017","Misc","PS4",0.24,0.08,0,0.12,0.04,2016
"4840","Jikkyou Powerful Pro Baseball 2016","Sports","PS4",0.24,0,0.24,0,0,2016
"4841","RIGS: Mechanized Combat League","Action","PS4",0.23,0.11,0.02,0.06,0.04,2016
"4842","Dead Island Definitive Collection","Action","PS4",0.23,0.09,0.03,0.08,0.03,2016
"4843","The Legend of Heroes: Trails of Cold Steel II","Role-Playing","PS3",0.22,0.05,0.11,0.04,0.02,2016
"4844","EVE: Valkyrie","Shooter","PS4",0.21,0.11,0,0.06,0.04,2016
"4845","Homefront: The Revolution","Shooter","XOne",0.21,0.1,0,0.09,0.02,2016
"4846","Eagle Flight","Adventure","PS4",0.2,0.09,0,0.08,0.03,2016
"4847","Battleborn","Shooter","PC",0.2,0.12,0,0.06,0.02,2016
"4848","Batman: Return to Arkham","Action","XOne",0.2,0.12,0,0.06,0.02,2016
"4849","FIFA 17","Sports","PC",0.19,0,0,0.18,0.01,2016
"4850","Batman: A Telltale Game Series","Adventure","PS4",0.19,0.09,0,0.07,0.03,2016
"4851","Mirror's Edge Catalyst","Platform","XOne",0.19,0.11,0,0.06,0.02,2016
"4852","XCOM 2","Strategy","XOne",0.19,0.15,0,0.02,0.02,2016
"4853","Resident Evil 6","Shooter","PS4",0.17,0.1,0.05,0,0.02,2016
"4854","Prototype: Biohazard Bundle","Action","PS4",0.17,0.14,0,0,0.03,2016
"4855","BlazBlue: Central Fiction","Fighting","PS4",0.17,0.1,0.05,0,0.02,2016
"4856","Battlezone","Action","PS4",0.16,0.09,0,0.04,0.03,2016
"4857","Psycho-Pass: Mandatory Happiness","Visual Novel","PS4",0.15,0.1,0,0.02,0.03,2016
"4858","Atelier Sophie: The Alchemist of the Mysterious Book","Role-Playing","PS4",0.15,0.04,0.07,0.03,0.01,2016
"4859","NASCAR Heat Evolution","Racing","PS4",0.15,0.12,0,0,0.03,2016
"4860","Dragon Quest Heroes II: Twin Kings and the Prophecy's End","Action","PS3",0.15,0,0.15,0,0,2016
"4861","Song of the Deep","Action","PS4",0.15,0.12,0,0,0.03,2016
"4862","Grand Kingdom","Role-Playing","PS4",0.14,0.08,0.04,0,0.02,2016
"4863","Arslan: The Warriors of Legend","Action","PS4",0.14,0.03,0.06,0.04,0.01,2016
"4864","Pro Cycling Manager 2016","Sports","PS4",0.14,0,0,0.12,0.02,2016
"4865","Guilty Gear Xrd -Revelator-","Fighting","PS4",0.14,0.06,0.07,0,0.01,2016
"4866","Rocksmith 2014 Edition Remastered","Music","PS4",0.14,0.11,0,0,0.03,2016
"4867","Dragon Quest Builders: Revive Alefgard","Role-Playing","PS3",0.13,0,0.13,0,0,2016
"4868","Tales of Berseria","Role-Playing","PS3",0.13,0,0.13,0,0,2016
"4869","Yakuza Kiwami","Adventure","PS3",0.13,0,0.13,0,0,2016
"4870","Jikkyou Powerful Pro Baseball 2016","Sports","PS3",0.13,0,0.13,0,0,2016
"4871","Just Dance 2017","Music","PS3",0.13,0.05,0,0.06,0.02,2016
"4872","Rocksmith 2014 Edition Remastered","Music","XOne",0.13,0.12,0,0,0.01,2016
"4873","Song of the Deep","Action","XOne",0.13,0.12,0,0,0.01,2016
"4874","Teenage Mutant Ninja Turtles: Mutants in Manhattan","Action","PS4",0.12,0.07,0,0.03,0.02,2016
"4875","Life is Strange","Adventure","XOne",0.12,0.08,0,0.03,0.01,2016
"4876","Samurai Warriors 4: Empires","Action","PS4",0.12,0.03,0.07,0.01,0.01,2016
"4877","7 Days to Die","Action","XOne",0.12,0.09,0,0.02,0.01,2016
"4878","Darksiders: Warmastered Edition","Action-Adventure","PS4",0.11,0.07,0,0.02,0.02,2016
"4879","Mighty No. 9","Platform","PS4",0.11,0.09,0,0,0.02,2016
"4880","The Idolmaster: Platinum Stars","Simulation","PS4",0.11,0,0.11,0,0,2016
"4881","The Witch and the Hundred Knight","Role-Playing","PS4",0.11,0.03,0.06,0.01,0.01,2016
"4882","SD Gundam G Generation Genesis","Strategy","PS4",0.11,0,0.11,0,0,2016
"4883","Prototype: Biohazard Bundle","Action","XOne",0.11,0.1,0,0,0.01,2016
"4884","Super Robot Wars OG: The Moon Dwellers","Misc","PS4",0.11,0,0.11,0,0,2016
"4885","Gundam Breaker 3","Action","PS4",0.11,0,0.11,0,0,2016
"4886","Metal Gear Solid V: The Definitive Experience","Action","XOne",0.11,0.1,0,0,0.01,2016
"4887","Call of Duty: Modern Warfare Trilogy","Shooter","PS3",0.11,0.07,0,0.02,0.02,2016
"4888","Romance of the Three Kingdoms XIII","Action","PS4",0.1,0.03,0.06,0,0.01,2016
"4889","MXGP 2","Racing","XOne",0.1,0.07,0,0.02,0.01,2016
"4890","NASCAR Heat Evolution","Racing","XOne",0.1,0.09,0,0,0.01,2016
"4891","Teenage Mutant Ninja Turtles: Mutants in Manhattan","Action","PS3",0.1,0.04,0,0.04,0.02,2016
"4892","TrackMania Turbo","Racing","XOne",0.1,0.05,0,0.04,0.01,2016
"4893","Odin Sphere: Leifthrasir","Role-Playing","PS3",0.1,0.03,0.04,0.02,0.01,2016
"4894","Resident Evil 4","Action-Adventure","PS4",0.1,0.07,0.01,0,0.02,2016
"4895","Resident Evil: Origins Collection","Action-Adventure","XOne",0.1,0.07,0,0.02,0.01,2016
"4896","Duke Nukem 3D: 20th Anniversary World Tour","Shooter","XOne",0.09,0.08,0,0,0.01,2016
"4897","God Eater Resurrection","Action","PS4",0.09,0,0.09,0,0,2016
"4898","Paragon","Action","PS4",0.09,0.07,0,0,0.02,2016
"4899","Duke Nukem 3D: 20th Anniversary World Tour","Shooter","PS4",0.09,0.07,0,0,0.02,2016
"4900","Nights of Azure","Role-Playing","PS4",0.09,0,0.09,0,0,2016
"4901","Shantae: Half-Genie Hero","Platform","PS4",0.08,0.06,0.01,0,0.01,2016
"4902","Mirror's Edge Catalyst","Platform","PC",0.08,0.01,0,0.06,0.01,2016
"4903","Loading Human","Adventure","PS4",0.08,0.05,0,0.02,0.01,2016
"4904","Super Robot Wars OG: The Moon Dwellers","Misc","PS3",0.08,0,0.08,0,0,2016
"4905","Homefront: The Revolution","Shooter","PC",0.08,0.04,0,0.03,0.01,2016
"4906","Assetto Corsa","Racing","PS4",0.08,0,0.01,0.06,0.01,2016
"4907","Resident Evil 5","Action","PS4",0.07,0.05,0.01,0,0.01,2016
"4908","I am Setsuna","Role-Playing","PS4",0.07,0,0.07,0,0,2016
"4909","Teenage Mutant Ninja Turtles: Mutants in Manhattan","Action","XOne",0.07,0.05,0,0.01,0.01,2016
"4910","Song of the Deep","Action","PC",0.07,0.06,0,0,0.01,2016
"4911","Dead Rising 2","Action","PS4",0.07,0.04,0.02,0,0.01,2016
"4912","Touhou Genso Rondo: Bullet Ballet","Shooter","PS4",0.07,0.06,0,0,0.01,2016
"4913","Kamen Rider: Battride War Genesis","Action","PS4",0.07,0,0.07,0,0,2016
"4914","Warhammer: The End Times - Vermintide","Action","PS4",0.07,0.03,0,0.03,0.01,2016
"4915","Resident Evil 6","Shooter","XOne",0.07,0.06,0,0,0.01,2016
"4916","Ghostbusters (2016)","Action","XOne",0.07,0.06,0,0,0.01,2016
"4917","Samurai Warriors 4: Empires","Action","PS3",0.07,0,0.07,0,0,2016
"4918","Steins;Gate 0","Adventure","PS4",0.07,0,0.07,0,0,2016
"4919","Mark McMorris Infinite Air","Sports","PS4",0.06,0.05,0,0,0.01,2016
"4920","Dead or Alive Xtreme 3: Fortune","Sports","PS4",0.06,0,0.06,0,0,2016
"4921","Sherlock Holmes: The Devil's Daughter","Adventure","PS4",0.06,0.05,0,0,0.01,2016
"4922","Hasbro Family Fun Pack Conquest Edition","Misc","XOne",0.06,0.05,0,0,0.01,2016
"4923","Sherlock Holmes: The Devil's Daughter","Adventure","XOne",0.06,0.05,0,0,0.01,2016
"4924","R.B.I. Baseball 2016","Sports","XOne",0.06,0.05,0,0,0.01,2016
"4925","Atari Flashback Classics: Volume 2","Misc","PS4",0.06,0.05,0,0,0.01,2016
"4926","Kamen Rider: Battride War Genesis","Action","PS3",0.06,0,0.06,0,0,2016
"4927","Arslan: The Warriors of Legend","Action","XOne",0.06,0.05,0,0,0.01,2016
"4928","Star Ocean 5: Integrity and Faithlessness","Role-Playing","PS3",0.06,0,0.06,0,0,2016
"4929","Mark McMorris Infinite Air","Sports","XOne",0.06,0.05,0,0,0.01,2016
"4930","Cartoon Network Battle Crashers","Action","PS4",0.06,0.05,0,0,0.01,2016
"4931","King's Quest: The Complete Collection","Adventure","PS4",0.06,0.05,0,0,0.01,2016
"4932","Atari Flashback Classics: Volume 2","Misc","XOne",0.06,0.05,0,0,0.01,2016
"4933","Arslan: The Warriors of Legend","Action","PS3",0.06,0,0.06,0,0,2016
"4934","Life is Strange","Adventure","PC",0.05,0.01,0,0.04,0,2016
"4935","Romance of the Three Kingdoms XIII","Action","PS3",0.05,0,0.05,0,0,2016
"4936","Plants vs. Zombies: Garden Warfare 2","Shooter","PC",0.05,0.01,0,0.04,0,2016
"4937","Nights of Azure","Role-Playing","PS3",0.05,0,0.05,0,0,2016
"4938","Agatha Christie's The ABC Murders","Adventure","XOne",0.05,0.04,0,0,0.01,2016
"4939","Nitroplus Blasterz: Heroines Infinite Duel","Fighting","PS4",0.05,0.01,0.03,0.01,0,2016
"4940","Werewolves Within","Misc","PS4",0.05,0.04,0,0,0.01,2016
"4941","Nobunaga?s Ambition: Sphere of Influence ? Ascension","Strategy","PS3",0.05,0,0.05,0,0,2016
"4942","Need for Speed (2015)","Racing","PC",0.05,0,0,0.05,0,2016
"4943","Worms: WMD","Strategy","PS4",0.05,0.02,0,0.02,0.01,2016
"4944","Syberia III","Adventure","PS4",0.05,0.04,0,0,0.01,2016
"4945","Sengoku BASARA Sanada Yukimura-den","Action","PS4",0.05,0,0.05,0,0,2016
"4946","Sebastien Loeb Rally EVO","Racing","PS4",0.05,0,0,0.04,0.01,2016
"4947","Resident Evil 4","Action-Adventure","XOne",0.05,0.04,0,0,0.01,2016
"4948","The Technomancer","Role-Playing","XOne",0.05,0.03,0,0.02,0,2016
"4949","Just Sing","Music","XOne",0.05,0.04,0,0,0.01,2016
"4950","Prison Architect","Simulation","PS4",0.05,0.02,0,0.02,0.01,2016
"4951","King's Quest: The Complete Collection","Adventure","XOne",0.05,0.04,0,0,0.01,2016
"4952","Marvel Pinball: Epic Collection Volume 1","Puzzle","XOne",0.05,0.04,0,0,0.01,2016
"4953","Assault Suit Leynos","Shooter","PS4",0.05,0.04,0,0,0.01,2016
"4954","Tokyo Twilight Ghost Hunters Daybreak: Special Gigs","Adventure","PS4",0.05,0.04,0,0,0.01,2016
"4955","Overcooked","Action","PS4",0.05,0.04,0,0,0.01,2016
"4956","Megadimension Neptunia VII","Role-Playing","PS4",0.04,0,0.04,0,0,2016
"4957","Overcooked","Action","XOne",0.04,0.04,0,0,0,2016
"4958","Resident Evil 5","Action","XOne",0.04,0.04,0,0,0,2016
"4959","Sengoku BASARA Sanada Yukimura-den","Action","PS3",0.04,0,0.04,0,0,2016
"4960","Darksiders: Warmastered Edition","Action-Adventure","XOne",0.04,0.04,0,0,0,2016
"4961","Here They Lie","Adventure","PS4",0.04,0,0,0.03,0.01,2016
"4962","Aragami","Action","PS4",0.04,0.03,0,0,0.01,2016
"4963","JoJo's Bizarre Adventure: Eyes of Heaven","Fighting","PS4",0.04,0,0.04,0,0,2016
"4964","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9","Simulation","PS3",0.04,0,0.04,0,0,2016
"4965","Toukiden 2","Action","PS3",0.04,0,0.04,0,0,2016
"4966","Utawarerumono: Mask of Truth","Visual Novel","PS3",0.04,0,0.04,0,0,2016
"4967","Pro Cycling Manager 2016","Sports","PC",0.04,0,0,0.04,0,2016
"4968","Just Sing","Music","PS4",0.04,0.03,0,0,0.01,2016
"4969","Lumo","Puzzle","PS4",0.04,0.03,0,0,0.01,2016
"4970","Resident Evil: Umbrella Corps","Shooter","PS4",0.04,0,0.04,0,0,2016
"4971","Marvel Pinball: Epic Collection Volume 1","Puzzle","PS4",0.04,0.03,0,0,0.01,2016
"4972","Pro Evolution Soccer 2017","Sports","PC",0.03,0,0,0.03,0,2016
"4973","Farming 2017 - The Simulation","Simulation","PC",0.03,0,0,0.03,0,2016
"4974","NBA 2K17","Sports","PC",0.03,0,0,0.03,0,2016
"4975","Winning Post 8 2016","Simulation","PS4",0.03,0,0.03,0,0,2016
"4976","Rugby Challenge 3","Sports","PS3",0.03,0,0,0.03,0,2016
"4977","Dragon's Dogma Online: Season 2","Action","PS4",0.03,0,0.03,0,0,2016
"4978","Rugby Union Team Manager 2017","Simulation","PC",0.03,0,0,0.03,0,2016
"4979","Super Dungeon Bros","Action","PS4",0.03,0.02,0,0,0.01,2016
"4980","Koihime Enbu","Fighting","PS4",0.03,0,0.03,0,0,2016
"4981","Warhammer: The End Times - Vermintide","Action","XOne",0.03,0.03,0,0,0,2016
"4982","God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5","Misc","PS4",0.03,0,0.03,0,0,2016
"4983","Tumblestone","Puzzle","PS4",0.03,0.02,0,0,0.01,2016
"4984","Crows: Burning Edge","Action","PS4",0.03,0,0.03,0,0,2016
"4985","Geometry Wars 3: Dimensions Evolved","Action","PS4",0.03,0.02,0,0,0.01,2016
"4986","We Sing (2016)","Music","PS4",0.03,0.02,0,0,0.01,2016
"4987","Shin Hayarigami 2","Adventure","PS4",0.03,0,0.03,0,0,2016
"4988","OlliOlli: Epic Combo Edition","Platform","PS4",0.03,0.02,0,0,0.01,2016
"4989","Root Letter","Visual Novel","PS4",0.03,0,0.03,0,0,2016
"4990","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8","Misc","PS3",0.03,0,0.03,0,0,2016
"4991","Dynasty Warriors: Eiketsuden","Strategy","PS3",0.02,0,0.02,0,0,2016
"4992","God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4","Action","PS4",0.02,0,0.02,0,0,2016
"4993","Republique","Action-Adventure","PS4",0.02,0,0.01,0.01,0,2016
"4994","Worms: WMD","Strategy","XOne",0.02,0.02,0,0,0,2016
"4995","Super Stardust Ultra VR","Shooter","PS4",0.02,0,0,0.02,0,2016
"4996","Resident Evil: Value Pack","Action-Adventure","PS4",0.02,0,0.02,0,0,2016
"4997","God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7","Action","PS4",0.02,0,0.02,0,0,2016
"4998","Earth's Dawn","Action","PS4",0.02,0.02,0,0,0,2016
"4999","Samurai Warriors: Sanada Maru","Action","PS3",0.02,0,0.02,0,0,2016
"5000","Quantum Break","Action","PC",0.02,0,0,0.02,0,2016
"5001","Geometry Wars 3: Dimensions Evolved","Action","XOne",0.02,0.02,0,0,0,2016
"5002","Prison Architect","Simulation","XOne",0.02,0.02,0,0,0,2016
"5003","Dungeons 2","Role-Playing","PS4",0.02,0.02,0,0,0,2016
"5004","The Dwarves","Role-Playing","XOne",0.02,0.02,0,0,0,2016
"5005","Ride 2","Racing","PC",0.02,0,0,0.02,0,2016
"5006","Agatha Christie: The ABC Murders","Adventure","PC",0.02,0,0,0.02,0,2016
"5007","Gravity Rush Remastered","Action-Adventure","PS4",0.02,0,0,0.02,0,2016
"5008","Carmageddon: Max Damage","Action","PS4",0.02,0.02,0,0,0,2016
"5009","Monster Hunter Frontier Z: Beginner's Package","Action","PS4",0.02,0,0.02,0,0,2016
"5010","Tyranny","Role-Playing","PC",0.02,0,0,0.02,0,2016
"5011","Dragon's Dogma Online: Season 2","Action","PS3",0.02,0,0.02,0,0,2016
"5012","SteamWorld Collection","Misc","PS4",0.02,0.02,0,0,0,2016
"5013","Nitroplus Blasterz: Heroines Infinite Duel","Fighting","PS3",0.02,0,0.02,0,0,2016
"5014","God Eater Off Shot: Fujiki Kota-hen Twin Pack & Animation Vol.6","Misc","PS4",0.02,0,0.02,0,0,2016
"5015","Revolution: 25th Anniversary Collection","Adventure","PC",0.02,0,0,0.02,0,2016
"5016","Tropico 5","Simulation","XOne",0.02,0.02,0,0,0,2016
"5017","Skullgirls: 2nd Encore","Fighting","PS4",0.02,0,0.02,0,0,2016
"5018","Winning Post 8 2016","Simulation","PS3",0.02,0,0.02,0,0,2016
"5019","Touhou Shinpiroku ~ Urban Legend in Limbo","Fighting","PS4",0.02,0,0.02,0,0,2016
"5020","Fernbus Simulator","Simulation","PC",0.02,0,0,0.02,0,2016
"5021","Valentino Rossi: The Game","Racing","PC",0.02,0,0,0.02,0,2016
"5022","Total War Attila: Tyrants & Kings","Strategy","PC",0.02,0,0,0.02,0,2016
"5023","The Dwarves","Role-Playing","PC",0.01,0,0,0.01,0,2016
"5024","TrackMania Turbo","Racing","PC",0.01,0,0,0.01,0,2016
"5025","MXGP 2","Racing","PC",0.01,0,0,0.01,0,2016
"5026","Goat Simulator: The Bundle","Simulation","XOne",0.01,0,0,0.01,0,2016
"5027","Battle Worlds: Kronos","Strategy","PS4",0.01,0.01,0,0,0,2016
"5028","Small Town Terrors - Galdor's Bluff","Adventure","PC",0.01,0,0,0.01,0,2016
"5029","Cities: Skylines Snowfall","Simulation","PC",0.01,0,0,0.01,0,2016
"5030","Naruto Shippuden: Ultimate Ninja Storm Collection","Fighting","PS3",0.01,0,0,0.01,0,2016
"5031","Codename: Panzers Complete Collection","Strategy","PC",0.01,0,0,0.01,0,2016
"5032","Assassin's Creed Chronicles","Action","XOne",0.01,0,0,0.01,0,2016
"5033","Battle Garegga Rev.2016","Strategy","PS4",0.01,0,0.01,0,0,2016
"5034","Sebastien Loeb Rally EVO","Racing","XOne",0.01,0,0,0.01,0,2016
"5035","Rugby Challenge 3","Sports","XOne",0.01,0,0,0.01,0,2016
"5036","Farming 2017 - The Simulation","Simulation","PS4",0.01,0,0,0.01,0,2016
"5037","Zombi","Action","XOne",0.01,0,0,0.01,0,2016
"5038","This War of Mine","Action","XOne",0.01,0,0,0.01,0,2016
"5039","Zombie Vikings","Action","PS4",0.01,0,0,0.01,0,2016
"5040","Ziggurat","Shooter","PS4",0.01,0,0,0.01,0,2016
"5041","Battle Worlds: Kronos","Strategy","XOne",0.01,0.01,0,0,0,2016
"5042","Sebastien Loeb Rally EVO","Racing","PC",0.01,0,0,0.01,0,2016
"5043","Beyond the Legend - Mysteries of Olympus","Adventure","PC",0.01,0,0,0.01,0,2016
"5044","Gal Gun: Double Peace","Action","PS4",0.01,0,0.01,0,0,2016
"5045","Dragon's Dogma","Role-Playing","PC",0.01,0,0,0.01,0,2016
"5046","Haunted Hotel: Ancient Curse","Adventure","PC",0.01,0,0,0.01,0,2016
"5047","Dark Parables: The Little Mermaid and the Purple Tide","Adventure","PC",0.01,0,0,0.01,0,2016
"5048","Heaven's Hope","Adventure","PC",0.01,0,0,0.01,0,2016
"5049","Hyper Light Drifter","Role-Playing","PS4",0.01,0,0.01,0,0,2016
"5050","Call of Duty: WWII","Shooter","PS4",13.4,4.67,0.4,6.21,2.12,2017
"5051","Call of Duty: WWII","Shooter","XOne",6.23,3.75,0,1.91,0.57,2017
"5052","Madden NFL 18","Sports","PS4",2.62,1.73,0,0.42,0.47,2017
"5053","Need for Speed: Payback","Racing","PS4",2.18,0.62,0.04,1.18,0.34,2017
"5054","NBA 2K18","Sports","XOne",2.02,1.67,0,0.14,0.21,2017
"5055","Persona 5","Role-Playing","PS4",1.64,0.62,0.48,0.34,0.2,2017
"5056","Tom Clancy's Ghost Recon Wildlands","Shooter","XOne",1.61,0.98,0,0.48,0.15,2017
"5057","Forza Motorsport 7","Racing","XOne",1.52,0.58,0.01,0.81,0.12,2017
"5058","South Park: The Fractured But Whole","Role-Playing","PS4",1.43,0.62,0,0.57,0.24,2017
"5059","The Sims 4","Simulation","PS4",1.39,0.44,0.01,0.72,0.22,2017
"5060","Wolfenstein II: The New Colossus","Shooter","PS4",1.36,0.55,0.01,0.58,0.22,2017
"5061","MLB The Show 17","Sports","PS4",1.16,0.94,0,0,0.22,2017
"5062","Middle-Earth: Shadow of War","Action","XOne",1.15,0.75,0,0.29,0.11,2017
"5063","LEGO Worlds","Misc","PS4",1.14,0.21,0.04,0.72,0.17,2017
"5064","LEGO Marvel Super Heroes 2","Action","PS4",1.11,0.33,0,0.6,0.18,2017
"5065","Fortnite","Action","PS4",0.89,0.42,0,0.32,0.15,2017
"5066","Fortnite","Action","XOne",0.77,0.6,0,0.09,0.08,2017
"5067","The Sims 4","Simulation","XOne",0.73,0.42,0,0.24,0.07,2017
"5068","Need for Speed: Payback","Racing","XOne",0.73,0.42,0,0.24,0.07,2017
"5069","WipEout Omega Collection","Racing","PS4",0.72,0.12,0,0.49,0.11,2017
"5070","Marvel vs. Capcom: Infinite","Fighting","PS4",0.7,0.36,0.04,0.19,0.11,2017
"5071","WWE 2K18","Sports","XOne",0.66,0.35,0,0.25,0.06,2017
"5072","Tales of Berseria","Role-Playing","PS4",0.65,0.22,0.26,0.1,0.07,2017
"5073","Yakuza Zero","Adventure","PS4",0.65,0.22,0.19,0.16,0.08,2017
"5074","F1 2017","Racing","PS4",0.62,0.04,0.02,0.47,0.09,2017
"5075","Knowledge is Power","Party","PS4",0.61,0.05,0,0.47,0.09,2017
"5076","L.A. Noire","Adventure","PS4",0.6,0.18,0,0.32,0.1,2017
"5077","Hidden Agenda","Adventure","PS4",0.59,0.08,0,0.42,0.09,2017
"5078","Tekken 7","Fighting","XOne",0.58,0.3,0,0.23,0.05,2017
"5079","The Lego Ninjago Movie Videogame","Action","PS4",0.57,0.16,0,0.32,0.09,2017
"5080","LEGO Marvel Super Heroes 2","Action","XOne",0.57,0.32,0,0.2,0.05,2017
"5081","NHL 18","Sports","PS4",0.57,0.31,0,0.16,0.1,2017
"5082","DOOM VFR","Shooter","PS4",0.56,0.22,0,0.25,0.09,2017
"5083","Sonic Forces","Platform","PS4",0.56,0.15,0.01,0.31,0.09,2017
"5084","Sniper Elite 4","Shooter","PS4",0.55,0.21,0,0.25,0.09,2017
"5085","Project CARS 2","Racing","PS4",0.55,0.1,0.02,0.35,0.08,2017
"5086","Halo Wars 2","Strategy","XOne",0.51,0.31,0,0.15,0.05,2017
"5087","Attack on Titan","Action","PS4",0.5,0.08,0.12,0.24,0.06,2017
"5088","DiRT 4","Racing","PS4",0.49,0.1,0.02,0.3,0.07,2017
"5089","Farpoint","Shooter","PS4",0.48,0,0.04,0.38,0.06,2017
"5090","Dragon Quest Heroes II: Twin Kings and the Prophecy's End","Action","PS4",0.47,0.05,0.3,0.09,0.03,2017
"5091","Knack 2","Platform","PS4",0.47,0.14,0.01,0.25,0.07,2017
"5092","Yakuza Kiwami","Adventure","PS4",0.45,0.13,0.21,0.07,0.04,2017
"5093","Prey (2017)","Shooter","XOne",0.45,0.21,0,0.2,0.04,2017
"5094","Hello Neighbor","Action","XOne",0.42,0.27,0,0.11,0.04,2017
"5095","NHL 18","Sports","XOne",0.39,0.32,0,0.03,0.04,2017
"5096","The Evil Within 2","Action","XOne",0.39,0.25,0,0.1,0.04,2017
"5097","Gravity Rush 2","Action-Adventure","PS4",0.35,0.13,0.13,0.05,0.04,2017
"5098","Marvel vs. Capcom: Infinite","Fighting","XOne",0.34,0.26,0,0.05,0.03,2017
"5099","Dishonored: Death of the Outsider","Action","PS4",0.33,0.1,0,0.18,0.05,2017
"5100","The Lego Ninjago Movie Videogame","Action","XOne",0.33,0.21,0,0.09,0.03,2017
"5101","Hitman","Action","XOne",0.31,0.2,0,0.08,0.03,2017
"5102","Sonic Mania","Platform","PS4",0.31,0.1,0.01,0.15,0.05,2017
"5103","LEGO City Undercover","Platform","XOne",0.3,0.15,0,0.12,0.03,2017
"5104","Just Dance 2018","Music","PS4",0.3,0.1,0,0.15,0.05,2017
"5105","Sniper Elite 4","Shooter","XOne",0.3,0.18,0,0.09,0.03,2017
"5106","Cars 3: Driven to Win","Racing","PS4",0.29,0.06,0.01,0.18,0.04,2017
"5107","Sonic Forces","Platform","XOne",0.29,0.15,0,0.11,0.03,2017
"5108","Star Trek Bridge Crew","Action","PS4",0.28,0.11,0,0.12,0.05,2017
"5109","Spintires: MudRunner","Simulation","PS4",0.28,0.11,0,0.12,0.05,2017
"5110","Gundam Versus","Action","PS4",0.28,0.08,0.18,0,0.02,2017
"5111","Minecraft: Story Mode - Season Two","Adventure","XOne",0.27,0.17,0,0.08,0.02,2017
"5112","Fate/Extella: The Umbral Star","Action","PS4",0.27,0.12,0.12,0,0.03,2017
"5113","Friday the 13th: The Game","Action","XOne",0.27,0.21,0,0.03,0.03,2017
"5114","L.A. Noire","Adventure","XOne",0.25,0.14,0,0.09,0.02,2017
"5115","Call of Duty: Modern Warfare Remastered","Shooter","XOne",0.24,0.16,0,0.06,0.02,2017
"5116","The Escapists 2","Action","PS4",0.24,0.04,0,0.16,0.04,2017
"5117","The Elder Scrolls Online: Morrowind","MMO","PS4",0.24,0.11,0,0.09,0.04,2017
"5118","Digimon World: Next Order","Role-Playing","PS4",0.24,0.13,0.02,0.05,0.04,2017
"5119","Elex","Role-Playing","PS4",0.23,0.03,0,0.16,0.04,2017
"5120","DiRT 4","Racing","XOne",0.23,0.11,0,0.1,0.02,2017
"5121","Micro Machines: World Series","Racing","PS4",0.22,0.03,0,0.16,0.03,2017
"5122","Outlast Trinity","Action","PS4",0.22,0.09,0,0.09,0.04,2017
"5123","Super Lucky's Tale","Platform","XOne",0.22,0.13,0,0.07,0.02,2017
"5124","Senran Kagura: Peach Beach Splash","Action","PS4",0.21,0.09,0.08,0.02,0.02,2017
"5125","Just Dance 2018","Music","XOne",0.21,0.15,0,0.04,0.02,2017
"5126","The Sims 4: Cats & Dogs","Simulation","PC",0.21,0,0,0.2,0.01,2017
"5127","Project CARS 2","Racing","XOne",0.2,0.01,0,0.18,0.01,2017
"5128","Call of Duty: WWII","Shooter","PC",0.19,0.07,0,0.11,0.01,2017
"5129","Elite: Dangerous","Simulation","PS4",0.19,0.06,0,0.1,0.03,2017
"5130","The Surge","Action","PS4",0.19,0.07,0.01,0.08,0.03,2017
"5131","Resident Evil: Revelations","Action","PS4",0.18,0.06,0.04,0.06,0.02,2017
"5132","Cities: Skylines","Simulation","XOne",0.18,0.13,0,0.03,0.02,2017
"5133","Sniper: Ghost Warrior 3","Shooter","XOne",0.18,0.11,0,0.05,0.02,2017
